,,
,,
,,
"i5-8600K (9M cache, 6 Cores, 6 Threads, 3.60 GHz)",$257,$257
"i5-7600K (6M cache, 4 Cores, 4 Threads, 3.80 GHz)",$242,$242
"i5-6600K (6M cache, 4 Cores, 4 Threads, 3.50 GHz)",$242,$242
"i5-8600 (9M cache, 6 Cores, 6 Threads, 3.10 GHz)",$213,$213
"i5-7600 (6M cache, 4 Cores, 4 Threads, 3.50 GHz)",$213,$213
"i5-6600 (6M cache, 4 Cores, 4 Threads, 3.30 GHz)",$213,$213
"i5-8500 (9M cache, 6 Cores, 6 Threads, 3.00 GHz)",$192,$192
"i5-7500 (6M cache, 4 Cores, 4 Threads, 3.40 GHz)",$192,$192
"i5-6500 (6M cache, 4 Cores, 4 Threads, 3.20 GHz)",$192,$192
"i5-9400 (9M cache, 6 Cores, 6 Threads, 2.90 GHz)",-,$182
"i5-9400F (9M cache, 6 Cores, 6 Threads, 2.90 GHz)",-,$182
"i5-8400 (9M cache, 6 Cores, 6 Threads, 2.80 GHz)",$182,$182
"i5-7400 (6M cache, 4 Cores, 4 Threads, 3.00 GHz)",$182,$182
"i5-6400 (6M cache, 4 Cores, 4 Threads, 2.70 GHz)",$182,$182
Intel® CoreTM i3 processor,Oct'18 (10/08),Jan'19 (01/07)
,,
Desktop (LGA1150/1151),Price,Price
"i3-9350KF (8M cache, 4 Cores, 4 Threads, 4.00 GHz)",-,$173
"i3-8350K (8M cache, 4 Cores, 4 Threads, 4.00 GHz)",$168,$168
"i3-7350K (4M cache, 2 Cores, 4 Threads, 4.20 GHz)",$168,$168
"i3-7320 (4M cache, 2 Cores, 4 Threads, 4.10 GHz)",$149,$149
"i3-6320 (4M cache, 2 Cores, 4 Threads, 3.90 GHz)",$149,$149
"i3-8300 8M cache, 4 Cores, 4 Threads, 3.70 GHz)",$138,$138
"i3-7300 (4M cache, 2 Cores, 4 Threads, 4.00 GHz)",$138,$138
"i3-6300 (4M cache, 2 Cores, 4 Threads, 3.80 GHz)",$138,$138
"i3-8100 (6M cache, 4 Cores, 4 Threads, 3.60 GHz)",$117,$117
"i3-8100F (6M cache, 4 Cores, 4 Threads, 3.60 GHz)",-,$117
"i3-7100 (3M cache, 2 Cores, 4 Threads, 3.90 GHz)",$117,$117
"i3-6100 (3M cache, 2 Cores, 4 Threads, 3.70 GHz)",$117,$117
Intel® CoreTM i7 processor Low Power,Oct'18 (10/08),Jan'19 (01/07)
,,
Desktop (LGA1150/1151/1155/FCBGA12F),Price,Price
"i7-5775C (6M cache, 4 Cores, 8 Threads, 3.30 GHz)",$366,$366
"i7-8700T (12M cache, 6 Cores, 12 Threads, 2.40 GHz)",$303,$303
"i7-7700T (8M cache, 4 Cores, 8 Threads, 2.90 GHz)",$303,$303
"i7-6700T (8M cache, 4 Cores, 8 Threads, 2.80 GHz)",$303,$303
Intel® CoreTM i5 processor Low Power,Oct'18 (10/08),Jan'19 (01/07)
,,
Desktop (LGA/1150/1151/1155/FCBGA12F),Price,Price
"i5-5675C (4M cache, 4 Cores, 4 Threads, 3.10 GHz)",$276,$276
"i5-8600T (9M cache, 6 Cores, 6 Threads, 2.30 GHz)",$213,$213
"i5-7600T (6M cache, 4 Cores, 4 Threads, 2.80 GHz)",$213,$213
"i5-6600T (6M cache, 4 Cores, 4 Threads, 2.70 GHz)",$213,$213
"i5-8500T (9M cache, 6 Cores, 6 Threads, 2.10 GHz)",$192,$192
"i5-7500T (6M cache, 4 Cores, 4 Threads, 2.70 GHz)",$192,$192
"i5-6500T (6M cache, 4 Cores, 4 Threads, 2.50 GHz)",$192,$192
"i5-8400T (9M cache, 6 Cores, 6 Threads, 1.70 GHz)",$182,$182
"i5-7400T (6M cache, 4 Cores, 4 Threads, 2.40 GHz)",$182,$182
"i5-6400T (6M cache, 4 Cores, 4 Threads, 2.20 GHz)",$182,$182
Intel® CoreTM i3 processor Low Power,Oct'18 (10/08),Jan'19 (01/07)
,,
Desktop (LGA1150/1151/1155),Price,Price
"i3-8300T 8M cache, 4 Cores, 4 Threads, 3.20 GHz)",$138,$138
"i3-7300T 4M cache, 2 Cores, 4 Threads, 3.50 GHz)",$138,$138
"i3-6300T (4M cache, 2 Cores, 4 Threads, 3.30 GHz)",$138,$138
"i3-8100T (6M cache, 4 Cores, 4 Threads, 3.10 GHz)",$117,$117
"i3-7100T (3M cache, 2 Cores, 4 Threads, 3.40 GHz)",$117,$117
"i3-6100T (3M cache, 2 Cores, 4 Threads, 3.20 GHz)",$117,$117
Intel® Pentium®  processor,Oct'18 (10/08),Jan'19 (01/07)
,,
Desktop (LGA1150/1151/1155),Price,Price
"G5600 (4M cache, 2 Cores, 4 Threads, 3.90 GHz)",$86,$86
"G4620 (3M cache, 2 Cores, 4 Threads, 3.70 GHz)",$86,$86
"G4520 (3M cache, 2 Cores, 2 Threads, 3.60 GHz)",$86,$86
"G5500 (4M cache, 2 Cores, 4 Threads, 3.80 GHz)",$75,$75
"G4600 (3M cache, 2 Cores, 4 Threads, 3.60 GHz)",$75,$75
"G4500 (3M cache, 2 Cores, 2 Threads, 3.50 GHz)",$75,$75
"G5400 (4M cache, 2 Cores, 4 Threads, 3.70 GHz)",$64,$64
"G4560 (3M cache, 2 Cores, 4 Threads, 3.50 GHz)",$64,$64
"G4400 (3M cache, 2 Cores, 2 Threads, 3.30 GHz)",$64,$64
Intel® Pentium® processor (Low Power),Oct'18 (10/08),Jan'19 (01/07)
,,
Desktop (LGA1150/1151/1155/FCBGA15F),Price,Price
"G5500T (4M cache, 2 Cores, 4 Threads, 3.20 GHz)",$75,$75
"G4600T (3M cache, 2 Cores, 4 Threads, 3.00 GHz)",$75,$75
"G4500T (3M cache, 2 Cores, 2 Threads, 3.00 GHz)",$75,$75
"G4400T (3M cache, 2 Cores, 2 Threads, 2.90 GHz)",$64,$64
"G5400T (4M cache, 2 Cores, 4 Threads, 3.10 GHz)",$64,$64
"G4560T (3M cache, 2 Cores, 4 Threads, 2.90 GHz)",$64,$64
"J3710 (2M cache, 4 Cores, 4 Threads, up to 2.64 GHz)",$161,$161
"N3700 (2M cache, 4 Cores, 4 Threads, up to 2.40 GHz)",$161,$161
"J4205 (2M cache 4 Cores, 4 Threads, up to 2.60 GHz)",$161,$161
Intel® Celeron® processor,Oct'18 (10/08),Jan'19 (01/07)
,,
Desktop (LGA1150/1151/1155),Price,Price
"G4920 (2M cache, 2 Cores, 2 Threads, 3.20 GHz)",$52,$52
"G3950 (2M cache, 2 Cores, 2 Threads, 3.00 GHz)",$52,$52
"G3920 (2M cache, 2 Cores, 2 Threads, 2.90 GHz)",$52,$52
"G4900 (2M cache, 2 Cores, 2 Threads, 3.10 GHz)",$42,$42
"G3930 (2M cache, 2 Cores, 2 Threads, 2.90 GHz)",$42,$42
"G3900 (2M cache, 2 Cores, 2 Threads, 2.80 GHz)",$42,$42
Intel® Celeron® processor (Low Power),Oct'18 (10/08),Jan'19 (01/07)
,,
Desktop (LGA1150/1151/1155/FCBGA15F),Price,Price
"J3160 (2M cache, 4 Cores, 4 Threads, up to 2.24 GHz)",$107,$107
"J3455 (2M cache, 4 Cores, 4 Threads, up to 2.30 GHZ)",$107,$107
"J3060 (2M cache, 2 Cores, 2 Threads, up to 2.48 GHz)",$107,$107
"N3050 (2M cache, 2 Cores, 2 Threads, up to 2.16 GHz)",$107,$107
"J3355 (2M cache, 2 Cores, 2 Threads, up to 2.50 GHz)",$107,$107
"G4900T (2M cache, 2 Cores, 2 Threads, 2.90 GHz)",$42,$42
"G3930T (2M cache, 2 Cores, 2 Threads, 2.70 GHz)",$42,$42
"G3900T (2M cache, 2 Cores, 2 Threads, 2.60 GHz)",$42,$42
Performance Mobile,Oct'18 (10/08),Jan'19 (01/07)
,,
Xeon® Processor,Price,Price
"E3-1575M v5 (8M cache, 4 Cores, 8 Threads, 3.00 GHz)","$1,207","$1,207"
"E3-1545M v5 (8M cache, 4 Cores, 8 Threads, 2.90 GHz)",$679,$679
"E3-1515M v5 (8M cache, 4 Cores, 8 Threads, 2.80 GHz)",$489,$489
"E3-1535M v5 (8M cache, 4 Cores, 8 Threads, 2.90 GHz)",$623,$623
"E-2186M (12M cache, 6 Cores, 12 Threads, 2.90 GHz)",$623,$623
"E3-1505M v5 (8M cache, 4 Cores, 8 Threads, 2.80 GHz)",$434,$434
"E3-1535M v6, (8M cache, 4 Cores, 8 Threads, 3.10 GHz)",$623,$623
"E3-1505M v6 (8M cache, 4 Cores, 8 Threads, 3.00 GHz)",$434,$434
"E-2176M (12M cache, 6 Cores, 12 Threads, 2.70 GHz)",$450,$450
Intel® CoreTM i9 processor,Oct'18 (10/08),Jan'19 (01/07)
,,
Mobile (FCBGA14F/Socket G2),Price,Price
"i9-8950HK (12M cache, 6 Cores, 12 Threads, 2.90 GHz)",$583,$583
,,
Intel® CoreTM i7 processor,Oct'18 (10/08),Jan'19 (01/07)
,,
"Mobile (FCPGA10/Socket G2, FCBGA10)",Price,Price
"i7-6970HQ (8M cache, 4 Cores, 8 Threads, 2.80 GHz)",$623,$623
"i7-6870HQ (8M cache, 4 Cores, 8 Threads, 2.70 GHz)",$434,$434
"i7-6770HQ (6M cache, 4 Cores, 8 Threads, 2.60 GHz)",$434,$434
"I7-7920HQ, 8M cache, 4 Cores, 8 Threads, 3.10 GHz)",$568,$568
"i7-7820HQ, 8M cache, 4 Cores, 8 Threads, 2.90 GHz)",$378,$378
"i7-7820HK, (8M cache, 4 Cores, 8 Threads, 2.90 GHz)",$378,$378
"i7-8850H (9M cache, 6 Cores, 12 Threads, 2.60 GHz)",$395,$395
"i7-7700HQ (6M cache, 4 Cores, 8 Threads, 2.80 GHz)",$378,$378
"i7-8750H (9M cache, 6 Cores, 12 Threads, 2.20 GHz)",$395,$395
"i7-6920HQ (8M cache, 4 Cores, 8 Threads, 2.90 GHz)",$568,$568
"i7-6820HQ (8M cache, 4 Cores, 8 Threads, 2.70 GHz)",$378,$378
"i7-6820HK (8M cache, 4 Cores, 8 Threads, 2.70 GHz)",$378,$378
"i7-5950HQ (6M cache, 4 Cores, 8 Threads, 2.90 GHz)",$623,$623
"i7-5850HQ (6M cache, 4 Cores, 8 Threads, 2.70 GHz)",$434,$434
"i7-5750HQ (6M cache, 4 Cores, 8 Threads, 2.50 GHz)",$434,$434
"i7-5700HQ (6M cache, 4 Cores, 8 Threads, 2.70 GHz)",$378,$378
"i7-6700HQ (6M cache, 4 Cores, 8 Threads, 2.60 GHz)",$378,$378
Intel® CoreTM i5 processor,Oct'18 (10/08),Jan'19 (01/07)
,,
Mobile (FCPGA10/Socket G2),Price,Price
"i5-6350HQ (6M cache, 4 Cores, 4 Threads, 2.30 GHz)",$306,$306
"i5-6440HQ (6M cache, 4 Cores, 4 Threads, 2.60 GHz)",$250,$250
"i5-7440HQ, 6M cache, 4 Cores, 4 Threads, 2.80 GHz)",$250,$250
"i5-8400H, 8M cache, 4 Cores, 8 Threads, 2.50 GHz)",$250,$250
"i5-7300HQ (6M cache, 4 Cores, 4 Threads, 2.50 GHz)",$250,$250
"i5-8300H (8M cache, 4 Cores, 8 Threads, 2.30 GHz)",$250,$250
"i5-6300HQ (6M cache, 4 Cores, 4 Threads, 2.30 GHz)",$250,$250
Intel® CoreTM i3 processor,Oct'18 (10/08),Jan'19 (01/07)
,,
Mobile (FCPGA10/Socket G2),Price,Price
"i3-7100H (3M cache, 2 Cores, 4 Threads, 3.00 Ghz)",$225,$225
"i3-6100H (3M cache, 2 Cores, 4 Threads, 2.70 GHz)",$225,$225
LV/uLV Intel® CoreTM i7 processor,Oct'18 (10/08),Jan'19 (01/07)
,,
Mobile (FCBGA10),Price,Price
"i7-6660U (4M cache, 2 Cores, 4 Threads, 2.40 GHz)",$415,$415
"i7-6650U (4M cache, 2 Cores, 4 Threads, 2.20 GHz)",$415,$415
"i7-6560U (4M cache, 2 Cores, 4 Threads, 2.20 GHz)",$415,$415
"i7-7560U (4M cache, 2 Cores, 4 Threads, 2.40 GHz)",$415,$415
"i7-6567U (4M cache, 2 Cores, 4 Threads, 3.30 GHz)",$415,$415
"i7-7567U (4M cache, 2 Cores, 4 Threads, 3.50 GHz)",$415,$415
"i7-8559U (8M cache, 4 Cores, 8 Threads, 2.70 GHz)",$431,$431
"i7-5650U (4M cache, 2 Cores, 4 Threads, 2.20 GHz)",$426,$426
"i7-6600U (4M cache, 2 Cores, 4 Threads, 2.60 GHz)",$393,$393
"i7-7660U (4M cache, 2 Cores, 4 Threads, 2.50 GHz)",$415,$415
"i7-5557U (4M cache, 2 Cores, 4 Threads, 3.10 GHz)",$426,$426
"i7-8650U (8M cache, 4 Cores, 8 Threads, 1.90, GHz)",$409,$409
"i7-7600U (4M cache, 2 Cores, 4 Threads, 2.90, GHz)",$393,$393
"i7-8565U (8M cache, 4 Cores, 8 Threads, 1.80, GHz)",$409,$409
"i7-8550U (8M cache, 4 Cores, 8 Threads, 1.80, GHz)",$409,$409
"i7-7500U (4M cache, 2 Cores, 4 Threads, 2.70 GHz)",$393,$393
"i7-6500U (4M cache, 2 Cores, 4 Threads, 2.50 GHz)",$393,$393
"i7-6498DU (4M cache, 2 Cores, 4 Threads, 2.50 GHz)",$393,$393
"i7-4510U (4M cache, 2 Cores, 4 Threads, 2.00 GHz)",$393,$393
uLV Intel® CoreTM i5 processor,Oct'18 (10/08),Jan'19 (01/07)
,,
Mobile (FCBGA10),Price,Price
"i5-6360U (4M cache, 2 Cores, 4 Threads, 2.00 GHz)",$304,$304
"i5-7360U (4M cache, 2 Cores, 4 Threads, 2.30 GHz)",$304,$304
"i5-6260U (4M cache, 2 Cores, 4 Threads, 1.80 GHz)",$304,$304
"i5-7260U (4M cache, 2 Cores, 4 Threads, 2.20 GHz)",$304,$304
"i5-6287U (4M cache, 2 Cores, 4 Threads, 3.10 GHz)",$304,$304
"i5-7287U (4M cache, 2 Cores, 4 Threads, 3.30 GHz)",$304,$304
"i5-8269U (6M cache, 4 Cores, 8 Threads, 2.60 GHz)",$320,$320
"i5-6267U (4M cache, 2 Cores, 4 Threads, 2.90 GHz)",$304,$304
"i5-7267U (4M cache, 2 Cores, 4 Threads, 3.10 GHz)",$304,$304
"i5-8259U (6M cache, 4 Cores, 8 Threads, 2.30 GHz)",$320,$320
"i5-5350U (3M cache, 2 Cores, 4 Threads, 1.80 GHz)",$315,$315
"i5-6300U (3M cache, 2 Cores, 4 Threads, 2.40 GHz)",$281,$281
"i5-5287U (3M cache, 2 Cores, 4 Threads, 2.90 GHz)",$315,$315
"i5-5257U (3M cache, 2 Cores, 4 Threads, 2.70 GHz)",$315,$315
"i5-5250U (3M cache, 2 Cores, 4 Threads, 1.60 GHz)",$315,$315
"i5-8350U (6M cache, 4 Cores, 8 Threads, 1.70 Ghz)",$297,$297
"i5-7300U (3M cache, 2 Cores, 4 Threads 2.60 GHz)",$281,$281
"i5-8265U (6M cache, 4 Cores, 8 Threads 1.60 GHz)",$297,$297
"i5-8250U (6M cache, 4 Cores, 8 Threads 1.60 GHz)",$297,$297
"i5-7200U (3M cache, 2 Cores, 4 Threads, 2.50 GHz)",$281,$281
"i5-6200U (3M cache, 2 Cores, 4 Threads, 2.30 GHz)",$281,$281
"i5-6198DU (3M cache, 2 Cores, 4 Threads, 2.30 GHz)",$281,$281
uLV Intel® CoreTM i3 processor,Oct'18 (10/08),Jan'19 (01/07)
,,
Mobile (FCBGA10),Price,Price
"i3-7167U (3M cache, 2 Cores, 4 Threads, 2.80 GHz)",$304,$304
"i3-8109U (4M cache, 2 Cores, 4 Threads, 3.00 GHz)",$304,$304
"i3-5157U (3M cache, 2 Cores, 4 Threads, 2.50 GHz)",$315,$315
"i3-5010U (3M cache, 2 Cores, 4 Threads, 2.10 GHz)",$281,$281
"i3-5005U (3M cache, 2 Cores, 4 Threads, 2.00 GHz)",$275,$275
"I3-7100U (3M cache, 2 Cores, 4 Threads, 2.40 GHz)",$281,$281
"I3-8145U (4M cache, 2 Cores, 4 Threads, 2.10 GHz)",$281,$281
"i3-8130U (4M cache, 2 Cores, 4 Threads, 2.20 GHz)",$281,$281
"i3-6006U (3M cache, 2 Cores, 4 Threads, 2.00 GHz)",$281,$281
"i3-6100U (3M cache, 2 Cores, 4 Threads, 2.30 GHz)",$281,$281
"i3-5020U (3M cache, 2 Cores, 4 Threads, 2.20 GHz)",$281,$281
"i3-5015U (3M cache, 2 Cores, 4 Threads, 2.10 GHz)",$275,$275
Intel® CoreTM M Processor,Oct'18 (10/08),Jan'19 (01/07)
,,
Mobile (FCBGA10),Price,Price
"m7-6Y75 (4M cache, 2 Cores, 4 Threads, 1.20 GHz)",$393,$393
"i7-8500Y (4M cache, 2 Cores, 4 Threads, 1.50 GHz)",$393,$393
"i7-7Y75 (4M cache, 2 Cores, 4 Threads, 1.30 GHz)",$393,$393
"i5-7Y57 (4M cache, 2 Cores, 4 Threads, 1.20 GHz)",$281,$281
"i5-8200Y (4M cache, 2 Cores, 4 Threads, 1.30 GHz)",$281,$281
"i5-7Y54 (4M cache, 2 Cores, 4 Threads, 1.20 GHz)",$281,$281
"M3-8100Y, (4M cache, 2 Cores, 4 Threads, 1.10 GHz)",$281,$281
"m3-7Y30, (4M cache, 2 Cores, 4 Threads, 1.00 GHz)",$281,$281
"5Y71 (4M cache, 2 Cores, 4 Threads, 1.20 GHz)",$281,$281
uLV Intel®  Pentium® processor,Oct'18 (10/08),Jan'19 (01/07)
,,
"Mobile (FCBGA10, FCBGA15F)",Price,Price
"4417U (2M cache, 2 Cores, 4 Threads, 2.30 GHz uLV)",-,$161
"5405U (2M cache, 2 Cores, 4 Threads, 2.30 GHz uLV)",-,$161
"4405U (2M cache, 2 Cores, 4 Threads, 2.10 GHz uLV)",$161,$161
"4415U (2M cache, 2 Cores, 4 Threads, 2.30 GHz, uLV)",$161,$161
"N4200, 2M cache, 4 Cores, 4 Threads, 2.50 GHz, uLV)",$161,$161
"N5000, 4M cache, 4 Cores, 4 Threads, 2.70 GHz, uLV)",$161,$161
"N3710 (2M cache, 4 Cores, 4 Threads, 2.56 GHz uLV)",$161,$161
"4410Y (2M cache, 2 Cores, 4 Threads, 1.50 GHz, uLV)",$161,$161
"4415Y (2M cache, 2 Cores, 4 Threads, 1.60 GHz, uLV)",$161,$161
uLV Intel® Celeron® processor,Oct'18 (10/08),Jan'19 (01/07)
,,
"Mobile (FCBGA10, FCBGA15F)",Price,Price
"3955U (2M cache, 2 Cores, 2 Threads, 2.00 GHz uLV)",$107,$107
"3867U (2M cache, 2 Cores, 2 Threads, 1.80 GHz uLV)",-,$107
"4205U (2M cache, 2 Cores, 2 Threads, 1.80 GHz uLV)",-,$107
"3965U (2M cache, 2 Cores, 2 Threads, 2.20 GHz, uLV)",$107,$107
"3865U (2M cache 2 Cores, 2 Threads, 1.80 GHz, uLV)",$107,$107
"3855U (2M cache, 2 Cores, 2 Threads, 1.60 GHz uLV)",$107,$107
"N3450, 2M cache, 4 Cores, 4 Threads, 2.20 GHz, uLV)",$107,$107
"N4100, 4M cache, 4 Cores, 4 Threads, 2.40 GHz, uLV)",$107,$107
"N3160 (2M cache, 4 Cores, 4 Threads, 2.24 GHz, uLV)",$107,$107
"N3350, (2M, cache, 2 Cores, 2 Threads, 2.40 GHz, uLV)",$107,$107
"N4000, (4M, cache, 2 Cores, 2 Threads, 2.60 Ghz, uLV)",$107,$107
"N3060 (2M cache, 2 Cores, 2 Threads, 2.48 GHz uLV)",$107,$107
"N3010 (2M cache, 2 Cores, 2 Threads, 2.24 GHz uLV)",$107,$107
Intel® Itanium® processor 4 & 8 core versions,Oct'18 (10/08),Jan'19 (01/07)
,,
Server/Workstation (FC-LGA6),Price,Price
"9760 (32M cache, 8 Cores, 16 Threads, 2.66 GHz 6.40 GT/sec (170W)","$4,650","$4,650"
"9750 (32M cache, 4 Cores, 8 Threads, 2.53 GHz 6.40 GT/sec (170W)","$3,750","$3,750"
"9740 (24M cache, 8 Cores, 16 Threads, 2.13 GHz 6.40 GT/sec (170W)","$2,650","$2,650"
"9720 (20M cache, 4 Cores, 8 Threads, 1.73 GHz 6.40 GT/sec (130W)","$1,350","$1,350"
"9560 (32M cache, 8 Cores, 16 Threads, 2.53 GHz 6.40 GT/sec (170W)","$4,650","$4,650"
"Intel® Xeon® processor 8800 series, 24, 22, 20, 18, 16, 15, 12, 10, 6, and 4 core versions",Oct'18 (10/08),Jan'19 (01/07)
,,
"Server/Workstation (FCLGA12, FCLGA12A, FCGA2011-0, FCLGA8)",Price,Price
"E7-8891 v3 (45M cache, 10 Cores, 20 Threads, 2.80 GHz (165W) 9.60 GT/ sec Intel®  QPI)","$6,841","$6,841"
"E7-8893 v3 (45M cache, 4 Cores, 8 Threads, 3.20 GHz (140W) 9.60 GT/sec Intel®  QPI)","$6,841","$6,841"
"E7-8890 v3 (45M cache, 18 Cores, 36 Threads, 2.50 GHz (165W ) 9.60 GT/sec Intel®  QPI)","$7,174","$7,174"
"E7-8880 v3 (45M cache, 18 Cores, 36 Threads, 2.30 GHz (150W) 9.60 GT/sec Intel®  QPI)","$5,895","$5,895"
"E7-8870 v3 (45M cache, 18 Cores, 36 Threads, 2.10 GHz (140W) 9.60 GT/sec Intel®  QPI)","$4,672","$4,672"
"E7-8860 v3 (40M cache, 16 Cores, 32 Threads, 2.20 GHz (140W) 9.60 GT/sec Intel®  QPI)","$4,061","$4,061"
"E7-8867 v3 (45M cache, 16 Cores, 32 Threads, 2.50 GHz (165W) 9.60 GT/sec Intel®  QPI)","$4,672","$4,672"
"E7-8890 v4 (60M cache, 24 Cores, 48 Threads, 2.20 GHz (165W) 9.60 GT/sec Intel®  QPI)","$7,174","$7,174"
"E7-8880 v4 (55M cache, 22 Cores, 44 Threads, 2.20 GHz (150W) 9.60 GT/sec Intel®  QPI)","$5,895","$5,895"
"E7-8870 v4 (50M cache, 20 Cores, 40 Threads, 2.10 GHz (140W) 9.60 GT/sec Intel®  QPI)","$4,672","$4,672"
"E7-8860 v4 (45M cache, 18 Cores, 36 Threads, 2.20 GHz (140W) 9.60 GT/sec Intel®  QPI)","$4,061","$4,061"
"E7-8891 v4 (60M cache, 10 Cores, 20 Threads, 2.80 GHz (165W) 9.60 GT/sec Intel®  QPI)","$6,841","$6,841"
"E7-8893 v4 (60M cache, 4 Cores, 8 Threads, 3.20 GHz (140W) 9.60 GT/sec Intel®  QPI)","$6,841","$6,841"
"E7-8867 v4 (45M cache, 18 Cores, 36 Threads, 2.40 GHz (165W) 9.60 GT/sec Intel®  QPI)","$4,672","$4,672"
"Intel®  Xeon® processor 28, 26, 24,22, 20, 18, 16, 14, 12, 10, 8, 6 and 4 core versions",Oct'18 (10/08),Jan'19 (01/07)
,,
Server/Workstation (FC-LGA14),Price,Price
"8180M (38.5M cache, 28 Cores, 56 Threads, 2.50 GHz (205W) 10.40 GT/sec Intel® QPI)","$13,011","$13,011"
"8176M (38.5M cache, 28 Cores, 56 Threads, 2.10 GHz (165W) 10.40 GT/sec Intel® QPI)","$11,722","$11,722"
"8170M (35.75M cache, 26 Cores, 52 Threads, 2.10 GHz (165W) 10.40 GT/sec Intel® QPI)","$10,409","$10,409"
"8160M (33M cache, 24 Cores, 48 Threads, 2.10 GHz (150W) 10.40 GT/sec Intel® QPI)","$7,704","$7,704"
"6142M (22M cache, 16 Cores, 32 Threads, 2.60 GHz (150W) 10.40 GT/sec Intel® QPI)","$5,949","$5,949"
"6140M (24.75M cache, 18 Cores, 36 Threads, 2.30 GHz (140W) 10.40 GT/sec Intel® QPI)","$5,448","$5,448"
"6134M (24.75M cache, 8 Cores, 32 Threads, 3.20 GHz (130W) 10.40 GT/sec Intel® QPI)","$5,217","$5,217"
"8180 (38.5M cache, 28 Cores, 56 Threads, 2.50 GHz (205W) 10.40 GT/sec Intel® QPI)","$10,009","$10,009"
"8176 (38.5M cache, 28 Cores, 56 Threads, 2.10 GHz (165W) 10.40 GT/sec Intel® QPI)","$8,719","$8,719"
"8170 (35.75M cache, 26 Cores, 52 Threads, 2.10 GHz (165W) 10.40 GT/sec Intel® QPI)","$7,405","$7,405"
"8164 (35.75M cache, 26 Cores, 52 Threads, 2.00 GHz (150W) 10.40 GT/sec Intel® QPI)","$6,114","$6,114"
